hosp,type,province
137,confirmed,Kerman
130,confirmed,Kerman
125,confirmed,Kerman
118,confirmed,Kerman
113,confirmed,Kerman
112,confirmed,Kerman
113,confirmed,Kerman
106,confirmed,Kerman
108,confirmed,Kerman
106,confirmed,Kerman
108,confirmed,Kerman
104,confirmed,Kerman
102,confirmed,Kerman
96,confirmed,Kerman
96,confirmed,Kerman
93,confirmed,Kerman
90,confirmed,Kerman
88,confirmed,Kerman
87,confirmed,Kerman
83,confirmed,Kerman
80,confirmed,Kerman
77,confirmed,Kerman
74,confirmed,Kerman
72,confirmed,Kerman
68,confirmed,Kerman
64,confirmed,Kerman
60,confirmed,Kerman
56,confirmed,Kerman
50,confirmed,Kerman
48,confirmed,Kerman
48,confirmed,Kerman
45,confirmed,Kerman
44,confirmed,Kerman
46,confirmed,Kerman
45,confirmed,Kerman
44,confirmed,Kerman
41,confirmed,Kerman
37,confirmed,Kerman
35,confirmed,Kerman
35,confirmed,Kerman
33,confirmed,Kerman
32,confirmed,Kerman
32,confirmed,Kerman
32,confirmed,Kerman
32,confirmed,Kerman
32,confirmed,Kerman
29,confirmed,Kerman
29,confirmed,Kerman
26,confirmed,Kerman
23,confirmed,Kerman
23,confirmed,Kerman
21,confirmed,Kerman
19,confirmed,Kerman
20,confirmed,Kerman
21,confirmed,Kerman
21,confirmed,Kerman
21,confirmed,Kerman
22,confirmed,Kerman
22,confirmed,Kerman
22,confirmed,Kerman
22,confirmed,Kerman
21,confirmed,Kerman
21,confirmed,Kerman
23,confirmed,Kerman
22,confirmed,Kerman
22,confirmed,Kerman
23,confirmed,Kerman
25,confirmed,Kerman
25,confirmed,Kerman
26,confirmed,Kerman
25,confirmed,Kerman
24,confirmed,Kerman
24,confirmed,Kerman
25,confirmed,Kerman
25,confirmed,Kerman
25,confirmed,Kerman
26,confirmed,Kerman
26,confirmed,Kerman
26,confirmed,Kerman
28,confirmed,Kerman
27,confirmed,Kerman
26,confirmed,Kerman
25,confirmed,Kerman
23,confirmed,Kerman
24,confirmed,Kerman
25,confirmed,Kerman
24,confirmed,Kerman
26,confirmed,Kerman
25,confirmed,Kerman
26,confirmed,Kerman
29,confirmed,Kerman
30,confirmed,Kerman
29,confirmed,Kerman
30,confirmed,Kerman
27,confirmed,Kerman
26,confirmed,Kerman
26,confirmed,Kerman
22,confirmed,Kerman
21,confirmed,Kerman
21,confirmed,Kerman
20,confirmed,Kerman
20,confirmed,Kerman
22,confirmed,Kerman
21,confirmed,Kerman
22,confirmed,Kerman
21,confirmed,Kerman
21,confirmed,Kerman
20,confirmed,Kerman
20,confirmed,Kerman
19,confirmed,Kerman
18,confirmed,Kerman
18,confirmed,Kerman
16,confirmed,Kerman
17,confirmed,Kerman
17,confirmed,Kerman
17,confirmed,Kerman
20,confirmed,Kerman
20,confirmed,Kerman
20,confirmed,Kerman
21,confirmed,Kerman
22,confirmed,Kerman
21,confirmed,Kerman
20,confirmed,Kerman
19,confirmed,Kerman
19,confirmed,Kerman
19,confirmed,Kerman
22,confirmed,Kerman
25,confirmed,Kerman
27,confirmed,Kerman
30,confirmed,Kerman
32,confirmed,Kerman
41,confirmed,Kerman
50,confirmed,Kerman
58,confirmed,Kerman
63,confirmed,Kerman
68,confirmed,Kerman
73,confirmed,Kerman
77,confirmed,Kerman
82,confirmed,Kerman
87,confirmed,Kerman
91,confirmed,Kerman
96,confirmed,Kerman
107,confirmed,Kerman
109,confirmed,Kerman
113,confirmed,Kerman
118,confirmed,Kerman
117,confirmed,Kerman
119,confirmed,Kerman
120,confirmed,Kerman
116,confirmed,Kerman
118,confirmed,Kerman
117,confirmed,Kerman
115,confirmed,Kerman
116,confirmed,Kerman
114,confirmed,Kerman
116,confirmed,Kerman
116,confirmed,Kerman
117,confirmed,Kerman
113,confirmed,Kerman
112,confirmed,Kerman
110,confirmed,Kerman
103,confirmed,Kerman
104,confirmed,Kerman
103,confirmed,Kerman
100,confirmed,Kerman
97,confirmed,Kerman
94,confirmed,Kerman
92,confirmed,Kerman
93,confirmed,Kerman
86,confirmed,Kerman
80,confirmed,Kerman
83,confirmed,Kerman
83,confirmed,Kerman
84,confirmed,Kerman
82,confirmed,Kerman
81,confirmed,Kerman
84,confirmed,Kerman
88,confirmed,Kerman
86,confirmed,Kerman
89,confirmed,Kerman
89,confirmed,Kerman
91,confirmed,Kerman
91,confirmed,Kerman
90,confirmed,Kerman
93,confirmed,Kerman
94,confirmed,Kerman
95,confirmed,Kerman
97,confirmed,Kerman
97,confirmed,Kerman
100,confirmed,Kerman
99,confirmed,Kerman
98,confirmed,Kerman
101,confirmed,Kerman
93,confirmed,Kerman
88,confirmed,Kerman
92,confirmed,Kerman
93,confirmed,Kerman
96,confirmed,Kerman
99,confirmed,Kerman
97,confirmed,Kerman
103,confirmed,Kerman
110,confirmed,Kerman
109,confirmed,Kerman
107,confirmed,Kerman
108,confirmed,Kerman
107,confirmed,Kerman
113,confirmed,Kerman
115,confirmed,Kerman
116,confirmed,Kerman
118,confirmed,Kerman
123,confirmed,Kerman
122,confirmed,Kerman
122,confirmed,Kerman
121,confirmed,Kerman
122,confirmed,Kerman
123,confirmed,Kerman
133,confirmed,Kerman
134,confirmed,Kerman
141,confirmed,Kerman
147,confirmed,Kerman
147,confirmed,Kerman
155,confirmed,Kerman
163,confirmed,Kerman
158,confirmed,Kerman
159,confirmed,Kerman
165,confirmed,Kerman
167,confirmed,Kerman
172,confirmed,Kerman
173,confirmed,Kerman
175,confirmed,Kerman
182,confirmed,Kerman
191,confirmed,Kerman
193,confirmed,Kerman
200,confirmed,Kerman
204,confirmed,Kerman
212,confirmed,Kerman
215,confirmed,Kerman
219,confirmed,Kerman
218,confirmed,Kerman
207,confirmed,Kerman
204,confirmed,Kerman
208,confirmed,Kerman
208,confirmed,Kerman
207,confirmed,Kerman
209,confirmed,Kerman
216,confirmed,Kerman
231,confirmed,Kerman
231,confirmed,Kerman
230,confirmed,Kerman
230,confirmed,Kerman
239,confirmed,Kerman
239,confirmed,Kerman
234,confirmed,Kerman
229,confirmed,Kerman
234,confirmed,Kerman
236,confirmed,Kerman
240,confirmed,Kerman
248,confirmed,Kerman
253,confirmed,Kerman
265,confirmed,Kerman
274,confirmed,Kerman
291,confirmed,Kerman
293,confirmed,Kerman
299,confirmed,Kerman
294,confirmed,Kerman
293,confirmed,Kerman
286,confirmed,Kerman
271,confirmed,Kerman
252,confirmed,Kerman
255,confirmed,Kerman
259,confirmed,Kerman
255,confirmed,Kerman
256,confirmed,Kerman
261,confirmed,Kerman
269,confirmed,Kerman
269,confirmed,Kerman
262,confirmed,Kerman
248,confirmed,Kerman
243,confirmed,Kerman
234,confirmed,Kerman
222,confirmed,Kerman
216,confirmed,Kerman
211,confirmed,Kerman
203,confirmed,Kerman
190,confirmed,Kerman
189,confirmed,Kerman
178,confirmed,Kerman
175,confirmed,Kerman
11,suspected,Kerman
14,suspected,Kerman
17,suspected,Kerman
22,suspected,Kerman
26,suspected,Kerman
28,suspected,Kerman
33,suspected,Kerman
35,suspected,Kerman
39,suspected,Kerman
43,suspected,Kerman
45,suspected,Kerman
48,suspected,Kerman
48,suspected,Kerman
50,suspected,Kerman
51,suspected,Kerman
52,suspected,Kerman
53,suspected,Kerman
56,suspected,Kerman
57,suspected,Kerman
59,suspected,Kerman
57,suspected,Kerman
58,suspected,Kerman
55,suspected,Kerman
52,suspected,Kerman
51,suspected,Kerman
48,suspected,Kerman
47,suspected,Kerman
45,suspected,Kerman
45,suspected,Kerman
46,suspected,Kerman
48,suspected,Kerman
44,suspected,Kerman
47,suspected,Kerman
47,suspected,Kerman
46,suspected,Kerman
45,suspected,Kerman
42,suspected,Kerman
43,suspected,Kerman
43,suspected,Kerman
43,suspected,Kerman
44,suspected,Kerman
52,suspected,Kerman
53,suspected,Kerman
57,suspected,Kerman
59,suspected,Kerman
58,suspected,Kerman
54,suspected,Kerman
49,suspected,Kerman
47,suspected,Kerman
47,suspected,Kerman
46,suspected,Kerman
46,suspected,Kerman
46,suspected,Kerman
47,suspected,Kerman
49,suspected,Kerman
48,suspected,Kerman
46,suspected,Kerman
48,suspected,Kerman
47,suspected,Kerman
47,suspected,Kerman
47,suspected,Kerman
46,suspected,Kerman
46,suspected,Kerman
47,suspected,Kerman
46,suspected,Kerman
45,suspected,Kerman
45,suspected,Kerman
46,suspected,Kerman
45,suspected,Kerman
45,suspected,Kerman
45,suspected,Kerman
45,suspected,Kerman
45,suspected,Kerman
44,suspected,Kerman
45,suspected,Kerman
46,suspected,Kerman
48,suspected,Kerman
46,suspected,Kerman
44,suspected,Kerman
44,suspected,Kerman
45,suspected,Kerman
45,suspected,Kerman
45,suspected,Kerman
46,suspected,Kerman
45,suspected,Kerman
47,suspected,Kerman
48,suspected,Kerman
49,suspected,Kerman
50,suspected,Kerman
51,suspected,Kerman
49,suspected,Kerman
50,suspected,Kerman
52,suspected,Kerman
54,suspected,Kerman
54,suspected,Kerman
52,suspected,Kerman
50,suspected,Kerman
53,suspected,Kerman
51,suspected,Kerman
49,suspected,Kerman
48,suspected,Kerman
48,suspected,Kerman
49,suspected,Kerman
51,suspected,Kerman
52,suspected,Kerman
55,suspected,Kerman
57,suspected,Kerman
59,suspected,Kerman
60,suspected,Kerman
61,suspected,Kerman
63,suspected,Kerman
65,suspected,Kerman
66,suspected,Kerman
64,suspected,Kerman
62,suspected,Kerman
64,suspected,Kerman
64,suspected,Kerman
64,suspected,Kerman
65,suspected,Kerman
69,suspected,Kerman
73,suspected,Kerman
80,suspected,Kerman
83,suspected,Kerman
85,suspected,Kerman
93,suspected,Kerman
96,suspected,Kerman
97,suspected,Kerman
102,suspected,Kerman
110,suspected,Kerman
